CPU_Usage (%),Memory_Usage (MB),Network_Usage (MBps),Disk_IO (MBps),Energy_Consumption (Watts),Service_Latency (ms),Predicted_Workload (%),Workload_Type,Task_Priority,Optimized_Resource_Allocation
50.23094688170982,4819.365502703166,297.19897091469346,150.68834047413122,249.53369584762245,128.45134124646745,34.629303302918714,Low,0,1
40.87967249950818,14084.29674594337,156.0900558625887,47.16478357640719,270.9651289400607,248.34700244027454,10.21046090803353,Low,0,1
18.17365929460242,6011.160524512606,83.07620284529352,196.9635798201981,351.4871070054228,111.6836554896768,50.81699264330823,Medium,1,3
38.07809800623783,15956.175787488764,416.46635109536976,100.95374572443704,149.559774985422,133.5382921703873,83.0711380120298,High,2,3
11.135507844694422,16062.343361530702,419.89489527931363,190.26202258868852,223.6682916190674,175.31352556107976,32.11287283131824,Low,0,2
7.323071625453829,4770.076996638852,409.1089043839604,101.50072550601286,331.1785598052685,49.279822759710086,85.5366453477297,High,2,4
17.16496602393405,1162.4063435502612,326.09051906372525,94.90304276748691,62.994321169581376,233.54261538275264,71.93361762822599,High,2,5
91.68036004302564,11702.764446907777,189.3475399200192,90.37856889174854,246.63714513527373,134.61347843146987,16.89992128871221,Low,0,2
54.45765823055153,7670.057770034511,158.99443954232592,67.6401799504571,319.4824713377526,72.6828046724333,66.23337967061042,Medium,1,3
91.9239945037898,2111.149139326395,14.191837357903392,107.20659793813378,485.318989390189,234.1017016530159,19.409581694026606,Low,0,2
43.924809049711875,11741.802182819496,418.46770375723776,91.058377727765,444.65745272795203,158.23540154694277,67.20513742611728,Medium,1,3
33.06345197767336,1006.8081574244136,52.84202177188481,8.312628448087274,176.33387882419618,123.50398415605656,18.55787604917008,Low,0,1
50.55276765562197,14323.761871492867,319.0699490399761,52.826611451276996,278.24454681301614,147.13819794038966,42.28857977147877,Medium,1,2
44.55605197696191,2712.6929420863567,256.9967239516433,43.41143722100612,75.38646769704108,188.33404363178053,58.8264556726284,Medium,1,2
14.509821583556953,2532.6941394680193,268.0777858739121,173.61968486189224,158.3394866680132,42.86181090477357,9.785546285274465,Low,0,1
62.67436832211856,3300.2707133573736,464.0892942008089,120.17512546814145,398.68514063064055,216.8834555222902,19.5642927611801,Low,0,1
24.443436425863965,15753.34764198608,25.491355522908634,152.97293698949576,105.49130552390505,240.07916852306218,35.438838379963414,Medium,1,2
60.76291594080466,11513.984085949043,388.96219006809844,191.4083815121068,165.9607361752805,143.91491467876824,48.92040814832683,Medium,1,3
63.518098315833804,13231.369010878841,35.505675199980494,129.16381523275558,474.8191257811136,172.15635746541153,86.55629292253627,High,2,3
18.68223678157833,6823.262493550256,28.695266908334826,196.53938828954412,420.7351102216061,215.659202807329,22.790943393628304,Low,0,1
10.521466439960134,5849.955610958655,220.61067208927716,63.04104627877379,401.8224706920104,96.82860469704262,38.00974029773994,Medium,1,2
75.26854274615958,4233.730155662473,40.9068354280537,38.06716928026588,439.05087063597057,248.2437897461876,50.19874244661716,Medium,1,2
46.382038139238816,8140.845505374555,396.6805361335269,81.25866771058938,387.32255896205925,171.72283548018993,33.09896281899003,Low,0,1
10.234741595492821,9270.625658654322,269.4859158876852,94.6890835722258,104.26379725320572,108.87968109770561,64.44603897848273,Medium,1,3
94.53796854527904,10539.530318456533,24.229003503289476,179.17694702766443,282.4525969183541,170.94780387539865,29.37723130371716,Low,0,1
10.200250489672998,4592.98489546728,29.845336376140562,112.4281473682986,249.9097643610449,132.81160796579192,78.37329000575812,High,2,4
67.55317059726978,15569.037572092268,310.2075795723449,59.144018884185385,190.01821022167104,32.35218502689947,52.98963901086242,Medium,1,2
93.53110327370723,3206.40688354366,404.9947906526184,148.78422229063665,425.3181843738225,199.98699966848304,13.198963928805469,Low,0,1
26.526209379433304,15838.847189892496,224.52177032463905,101.66055549067511,258.86264106840514,143.27201716196836,64.56489504703598,Medium,1,2
17.802443181847657,747.7963764391002,281.74452905245596,33.264257109758866,77.13392061089736,199.98216167910272,59.078132860881944,Medium,1,2
15.9246445480186,8148.426980516973,401.9164324844518,115.78713773065918,173.7345126741207,42.953425390029125,37.16674864963391,Medium,1,3
32.294763281083604,5803.214326586085,309.14802528049137,182.36751282464948,152.8794761132503,136.89750341619003,6.059922446957029,Low,0,2
14.094122990958201,7640.486825900941,120.13251645282155,168.6819008776882,449.3654981650776,192.82294669216364,24.06664650656539,Low,0,1
67.29452075247187,9569.588197583083,310.3954926760445,117.77518455443088,341.34714528754995,247.1346190597456,43.542405243823495,Medium,1,2
10.606261831705641,7425.671115977718,317.85693494195465,76.03955160311264,302.1693196469338,221.67733271438837,23.991833210363254,Low,0,2
50.84799153348107,7096.449207986915,369.7124206317521,18.30877146177802,277.9921587554173,216.76565862985663,59.86165648926939,Medium,1,2
94.70271684676791,12141.786049440001,314.2283519028326,94.46013574299313,342.5508623936595,65.62773384586751,72.6708649229944,High,2,5
78.25732425554169,11398.228238172367,484.92864392443863,150.66380806838626,389.69399604970613,210.30622741871662,86.32167739132939,High,2,5
60.36974944079098,13737.681788472977,106.67127127136355,72.6944702268691,299.47311762417945,46.47391299802595,66.46334877495613,Medium,1,3
32.56282587079505,4479.348950233274,476.0344329878674,47.853918284781216,472.22843681867477,53.53637781436622,70.45587601920721,High,2,4
61.15062526624746,10186.436506816497,273.78635027150796,186.34456413491972,489.57537679267307,31.978602217150645,62.80197719689983,Medium,1,3
52.433731752048644,9800.211633755376,339.2585088425069,164.48958439114048,497.9040424739703,215.11115002487784,98.62117547320685,High,2,3
43.347504550133436,6380.478534171316,58.736182751573025,128.01684826460877,351.2259995398901,31.522351630573077,29.79505406259128,Low,0,2
16.76393390661795,8226.705305079351,196.48221127527245,28.219885440183358,469.6792100401453,38.83731253752746,30.294574648712043,Low,0,2
84.79437937164201,5492.350178548527,386.99578176695456,29.83685924082843,232.01586288857962,65.24235177018453,17.00169593507667,Low,0,2
45.48061839391902,2763.354278976789,356.38639739850527,21.540698699700016,436.81657606132336,145.30229023455706,51.140010957605575,Medium,1,3
22.516026063868857,3905.4528156388956,29.66830020105099,123.6430367116559,459.1284344328564,220.64414539859877,14.13536184493758,Low,0,2
38.09834157895607,2186.7125956798636,277.8311891136498,23.996996498193866,456.863212549524,107.46589803761418,30.663926705319852,Low,0,2
42.27167772760343,11353.68029741765,53.25631455452063,168.68281257366397,423.8808273087717,138.84005755198737,50.8546882332822,Medium,1,3
79.47841060101868,10999.065183428453,497.96965029729955,198.6000353620451,232.9696227385627,45.78990298952698,95.97158351335165,High,2,4
71.02529425052619,15600.024329715741,449.6753283813144,73.90328875702438,121.50836689133045,70.15673469495894,96.5622344148159,High,2,3
74.23744042772059,12093.455781409013,20.32952360998311,91.2802995464524,200.28036035500065,37.811811809014856,75.6553222429728,High,2,5
5.992813798578249,1338.0715527373184,430.7382936622891,142.62176822015007,395.27985618414186,105.43011699243698,41.978765349690065,Medium,1,3
42.45385983617854,14546.739400600361,460.52050427361974,187.49344825882739,154.79848009848888,149.63223637615712,87.19032097077188,High,2,3
48.32097364717912,14204.380186274559,183.238629056093,178.92466093772063,265.22242917168757,74.58478485819627,88.16830118122583,High,2,3
6.727304914075102,7548.380131304273,362.5558109734053,12.460773921219868,304.4297830931024,212.2689846158242,91.46875117567247,High,2,3
28.38318878705308,9810.81833797917,226.63083564181167,34.64528870879624,321.7363530970439,245.40339599662542,65.80237958044523,Medium,1,3
73.42608408099215,16004.31529300382,331.0639174424086,151.16484251300065,471.07649677045936,34.43793881707235,24.170315582748643,Low,0,2
17.339873515609916,8960.734862998095,176.75552810611381,138.08972849845702,347.67185918644293,9.375713723754416,13.652673413214764,Low,0,2
53.17791183073325,14881.268059985297,168.05402595030148,27.51050021398453,403.834467234786,198.49534231172203,91.90367288381235,High,2,4
24.368168481551375,1829.9911639632792,217.97260554021372,100.91085181831197,311.845256551235,51.70745606181949,10.276880271552283,Low,0,1
6.090869717950395,3544.3752601442143,81.32820173972557,156.38211158597383,425.11114348788345,91.52091520191046,33.10955564660951,Low,0,2
26.708131183958734,7507.662462300596,417.2580925733375,44.53735577027604,168.6486258813933,101.58664847757353,51.261367868585026,Medium,1,2
92.82863794190484,9793.2600619297,180.86196872720197,174.3862395111986,144.44495225095517,229.56685028073142,7.0877858229802015,Low,0,1
77.13834006946907,13467.168464766366,206.07328141386412,11.541383189253226,466.84402194108634,166.41536286270969,91.15666457443317,High,2,3
91.361897988893,16197.696291552662,448.08676022405086,156.6568219285467,362.0663943608203,14.949325124208231,32.27649451286232,Low,0,1
48.90686395337262,6683.850952037176,253.34566889095396,123.54796105818419,352.18650967619953,8.628508974967877,7.707955897454646,Low,0,2
14.876257880975315,1264.580976815428,276.68441558192285,63.724669984215474,260.2828573828025,53.89418389491864,99.39104973651925,High,2,4
54.31635400763236,13228.194100303395,478.6840811407783,144.46557712004036,219.51376668207973,82.9521255138143,34.58235217766396,Low,0,1
45.89396011039648,10104.73077328233,444.4959277410447,156.69079323508078,300.06103751538745,123.70833935121674,88.29266621111042,High,2,5
80.99213744656544,3663.272255956097,93.03868735533536,186.84589528948987,104.25485723975021,210.2706560156696,48.08007312248369,Medium,1,3
13.827432270582014,8365.917263495181,241.87536465987148,74.18715975869846,254.6206524873985,82.13035022851608,67.99696060022491,Medium,1,2
48.94170233196004,12293.948217111274,485.9351514399873,137.51733046001104,254.91546700946643,97.25161872155554,27.9035642060487,Low,0,2
18.50437982245858,12739.975884353515,192.45948613201531,120.92063911000349,292.25143082491934,85.68779285236612,52.77315606281709,Medium,1,3
34.22083342010539,8441.94343524435,192.07082317293802,105.51600782196061,335.608526465241,7.196507328061875,29.476863280377565,Low,0,1
71.36213696490196,5356.365022205252,105.56481357668564,178.19287835685253,480.79326469341294,239.02437708393936,95.35296872018483,High,2,4
47.84163164318899,15967.242262114969,66.01832591837135,1.6302955135416644,343.4761071912906,39.05399161343608,10.789814179543399,Low,0,2
38.82994566311924,11040.891361101454,372.7493474704311,57.140209614615934,447.6763183790352,75.47853215979552,31.094023112960507,Low,0,1
40.50286507130318,6991.545907064453,387.3149296637431,108.11717066942118,300.3367376611237,36.67930901362824,89.84534327223848,High,2,5
46.350209156538796,4963.512294576243,484.81635211646994,36.480359065673916,332.1175471823704,125.18307325839704,50.60341596319196,Medium,1,3
75.65148894533512,12116.066546232538,388.9749233436279,181.6654402128189,81.42662889930632,233.3806981609123,62.00799063089615,Medium,1,2
85.2876220046211,4355.935648464281,129.24272207646337,129.87142840499007,109.968675297987,29.671675818244136,66.91087029208605,Medium,1,3
90.98012178535355,3237.3809449903783,29.65712336137257,96.098715931766,310.8516958388928,113.01974627918155,11.738113618488521,Low,0,1
75.82130476297655,8921.52348560598,492.8643183411335,163.12565005426424,228.07079148111316,10.48183721403672,6.685180386315581,Low,0,1
33.38662061732114,5114.67989604782,176.82084081636683,90.72635210155565,409.4647339394758,193.8700642396063,94.09489991257412,High,2,4
66.93212354778879,10493.982460227619,162.86605579188617,112.17194937407189,294.4300436933792,162.1004051708341,30.79277030320367,Low,0,1
44.384281164985275,2383.922647603834,453.91805277719743,1.5474481152302788,447.03096752810205,176.4261726082518,41.12974549137524,Medium,1,3
27.920355984144607,10907.225211692528,296.6989502870432,73.77440550881964,487.5492553080311,120.72240841945451,69.79885121873721,Medium,1,3
80.67844214833303,5008.4824923795295,115.28687518607593,28.61930399784298,116.43583330466825,227.3700922413194,27.44886832190852,Low,0,2
8.458371406609249,515.8558553445861,445.6571589309574,138.2480474517959,227.67248824503196,105.34157546378934,74.64178016591423,High,2,5
86.15857929218812,2526.7291074045274,496.7468189768243,96.32636483617102,349.24146135711385,130.95084332283386,48.533007305510644,Medium,1,3
46.53297181622607,15330.343276998614,52.47249496390705,61.04975389279593,187.46993993015735,175.3458594563042,86.37793150230215,High,2,4
62.348132912745236,14278.652832038959,432.50329786821874,94.09863553497674,170.1645519746728,132.53735706838768,31.461360397720828,Low,0,2
64.34185299852044,4219.8425564791505,201.35269186535305,42.71634770231789,416.18235228297647,51.387233739500346,24.36313564401336,Low,0,1
85.56059666358827,12866.318868946037,266.79549878828516,185.09223986474197,491.1703110764343,82.68230142100344,84.01039361811284,High,2,3
62.30027139504866,10171.24832685732,458.25982812484057,11.740553877631687,398.2114990613666,27.612144694007288,36.0009761743192,Medium,1,3
60.25402262840556,15922.199580132328,486.9558059298074,173.21799002392794,285.65448026185106,110.99030681823797,44.12752137004797,Medium,1,2
10.998683650462096,6441.869028124586,138.4603161003117,102.76039895793684,249.13005437539164,154.30106280615036,80.40224410535934,High,2,3
51.656721975068365,11328.142841872543,114.29687777035775,124.17035273162463,292.8414742386642,34.03983634593946,65.37977105058462,Medium,1,2
18.51521007353375,1520.4389863124356,49.45311370984081,61.21851856083205,258.27786598448114,159.4938447601816,46.96395959106556,Medium,1,3
71.3690391849337,6801.237888669995,285.28094780444764,193.37282574206995,276.29962555355064,223.7536742392668,28.73959834593301,Low,0,2
51.0999728731407,15809.7139183788,16.666153770827453,57.088340745378474,141.55387273815245,87.7423145814523,77.5990920409176,High,2,4
66.2205001287518,9066.704439272313,211.83016582886893,118.18672143092056,456.6838771891974,59.39810857361086,22.14094827655542,Low,0,2
8.750561054214584,5081.223476930653,45.95816815948419,198.68992431631864,389.54075068547064,223.78648564126624,93.18656205571067,High,2,4
12.63128144412229,2420.940726777248,208.56063363537365,176.33778488030572,356.439840211949,174.5265827948994,19.280026566684736,Low,0,1
69.4691049256414,11678.40181536125,29.56677274014854,107.7296352319351,477.4662369385129,30.82174267385569,81.46870073499313,High,2,4
11.487590239880603,10747.155121316624,419.25645769829674,198.0845300704752,177.97744936077711,104.98742825512446,45.30364233917271,Medium,1,3
11.413105498873275,6447.155262319111,112.77210702989728,140.5726024847903,86.52173490212641,170.15195193986443,22.670592128683644,Low,0,1
6.0897627711398705,15605.341136814523,170.87126807537686,42.53138281222006,421.76239715989925,145.7240493689864,43.225999132493264,Medium,1,2
91.0851258469532,864.4030477431602,436.32351833713204,81.71364587672548,499.28763364216474,156.5440442407189,26.04742253899369,Low,0,1
71.37575235131062,5332.704973100339,375.67037005278047,67.56417346829865,310.29459710908975,143.9481176236119,17.9193968294055,Low,0,2
36.79262676518577,15131.214886546955,117.32879720460865,69.45872794596664,76.46422456070684,200.5250344996981,27.719762898403054,Low,0,2
31.68820231588897,5605.887277006158,45.23071514217307,152.3308314326134,401.2106180697235,83.50460441525976,87.402854891134,High,2,5
36.47329067712646,4515.7569789492645,360.68015065911635,117.26832252728593,83.1870719806287,178.57327523534394,15.064526810583299,Low,0,1
74.71881780630636,8991.146346428757,201.44424983717357,8.58044960631618,293.00629381667653,247.81446341109964,97.39126083794962,High,2,5
64.5233549963373,13587.381374738778,385.3791995679284,175.61224824654423,174.88961339473718,100.53992015638919,5.474853100329298,Low,0,2
21.667601108072112,2149.1453886613467,228.19443846385312,60.062431955552746,461.76205126657794,198.8068370659243,67.5326246671681,Medium,1,3
20.66984018006759,15479.624703497124,179.54118235641545,199.41790050571558,253.09904596676824,65.29676309836191,86.36863855961818,High,2,3
13.85560847420576,13131.396770107436,231.0906500240743,190.88395533662236,454.308506815349,74.06469450959209,93.72597657204261,High,2,3
64.42724477312044,3388.8040561142325,376.7939029786316,188.16561261971108,184.5864883645554,234.04164917496806,18.67863137839168,Low,0,1
73.79353959995623,11812.990360137239,452.0879404047833,162.41439320873076,224.31316271960807,11.354897280928753,71.3298071629723,High,2,3
28.854178549250364,6622.064845703307,34.38592632840201,44.902053005024975,476.2036347111862,58.26969949090317,15.198175534786493,Low,0,2
6.885046492782153,6897.2211304273305,266.81465520120804,106.99391606172762,140.5915029192359,123.31557096394076,38.49809191807119,Medium,1,3
12.395450072878461,12944.380347189686,26.08936025110002,45.63622273816994,310.3255182430153,103.45266731752567,74.53300396316439,High,2,5
92.10740313605274,15793.320472270181,239.52067706193577,52.6754156622009,224.8296478520501,159.14658415258268,37.86745648549136,Medium,1,3
31.590029972967823,2522.282013830662,443.7885862574812,122.5794021178192,398.3750982809273,52.21690233829357,34.770599186701446,Low,0,2
74.23008330543203,7188.243119740621,187.17923054595173,9.125875525259612,108.18336702711082,22.28401607029018,16.025188786228778,Low,0,2
61.21972119688374,8145.505203514065,466.9007063295152,193.92225479732082,246.74673605210083,95.48668246216548,11.31161896116836,Low,0,2
39.37456756876063,6484.821158709722,318.9981511087986,183.81596134301492,364.5196820803684,133.46703432532433,15.951409171766922,Low,0,2
23.51185359759996,6276.537771623924,467.7361184585731,76.77274685938625,233.15730575277192,142.6904500858033,88.17010361979632,High,2,3
15.92477763434658,1341.6082915376603,381.01164645213464,103.5690671533757,76.33928267391951,152.36591326790435,6.063859911187899,Low,0,1
60.351167123497994,11392.868985569956,60.68323165789352,93.75776443428404,367.30051760090475,139.42218896158096,70.82225760585246,High,2,5
74.71704025740092,7435.595228529361,123.26417010571177,176.55775594487648,276.4392474582424,65.20923288794097,78.01930183938829,High,2,5
62.95138281870176,3603.7672355644054,203.14352274591803,138.03177338690608,55.08890900604524,192.31468531240543,58.949388892105745,Medium,1,2
52.727191992424245,13464.083748538429,93.35237218591725,56.344138237446934,325.6951528527679,26.506164126152647,74.42365931239911,High,2,3
8.775610108847264,13250.244194662639,252.50668634056365,89.92140963859408,463.9464601379539,53.59670049028483,66.96561855738453,Medium,1,2
92.16398998349455,8232.007921026921,240.9703962937304,86.36422916166599,99.96167669526005,186.14761220968296,48.2780564639958,Medium,1,3
76.88427724891172,5249.008893737255,478.5670070334168,191.90769848849982,315.80205575412606,73.53290285578667,41.357490648245374,Medium,1,2
31.353983303086828,10639.807743841293,222.52666261902908,35.88687119241329,377.90099679318365,125.90099319430428,94.42653889849149,High,2,4
93.19732964229655,5085.550699058941,394.9571341011189,18.82569112159138,81.84815156313745,85.16344650961192,97.33410929419446,High,2,3
59.16934306726899,4257.917870097957,471.53616697722515,176.24314760017634,60.17695617388384,129.2103968459208,66.87078334437783,Medium,1,2
57.418039238652185,12106.728588705857,439.72452717725287,179.4405119116683,258.88813999022625,89.93067098710443,23.743389790354815,Low,0,1
72.3265861486579,1152.0422048509295,112.24713601068,174.47607849452078,406.03400925546373,248.58095752698236,47.550420431589814,Medium,1,2
78.05928092811239,2016.1651722610754,253.0546481842367,102.68440620948572,122.32373454469774,92.58200939274593,52.17106155784767,Medium,1,2
64.08307465983523,619.7418981024169,180.3924933250036,132.28914122562264,426.48677249671533,158.62710726242312,77.00715498376286,High,2,5
16.528617172958,2939.514255737964,205.9307606172356,113.10924646463579,345.45976494061824,222.64408832446497,68.43882747562034,Medium,1,2
35.44407553950485,1607.0094182524126,186.7953448604181,14.820117384825783,199.47797950481853,161.29407361936384,53.90737079565004,Medium,1,2
88.52752762934448,16317.375181402867,414.91601298575205,119.57114448324377,282.12160932160225,143.6350275018541,69.63463298977992,Medium,1,2
25.215405065946673,5095.99184311131,231.54813700999927,3.7092153039640756,484.5087408770323,144.46121641527102,7.285400439708525,Low,0,1
38.4950321453762,2881.181897086293,266.6102227998972,65.67249450186014,147.39663678455247,126.63287417622945,78.78035557901455,High,2,3
43.88691946497764,4337.09260691121,491.3992049530666,186.52622259876026,274.7909289848181,202.8571983440915,25.10506223065971,Low,0,1
44.5464490725007,15370.185071485017,39.38984337384306,61.50500865752571,331.01895024842935,17.35389919853858,67.35886825830917,Medium,1,2
60.164562424507295,8767.983059843209,249.09924349746692,188.02550188620532,112.1065724640498,221.85682744268527,15.827458953015869,Low,0,2
89.87682539702368,6302.392824598304,389.2902364035969,50.776657472699604,69.58493988048934,148.64159396018246,15.87377941284664,Low,0,1
26.662344064925446,14374.46921993513,84.069359512231,63.597885851844964,56.056978819162076,212.97393920765833,8.38747616448669,Low,0,2
15.935123867082625,6781.2855741542435,309.6504813612392,126.05309179127215,196.1117854700073,7.5462121233310935,91.47211696458362,High,2,3
22.77234408739436,5829.256022368548,127.33774197188872,152.56376758506966,83.27628251818942,217.97271897059633,62.43308198072214,Medium,1,3
84.82324101883425,3801.988197909403,435.0280154800381,100.77616583297193,411.69647864350156,34.433692197450384,39.38638394176909,Medium,1,3
63.12297313896854,6508.391189090179,170.27883604603886,176.54102175163695,498.7937872227857,181.6984115661378,79.83888539683433,High,2,3
30.731611031524412,5538.414098700649,171.24078028144567,9.00784390051323,77.58671978050882,107.04774125752172,64.47780905934323,Medium,1,2
78.43522450717555,11262.168441980095,303.11500047376785,184.51677288823976,244.72682417004782,171.86273581899147,63.907649201729335,Medium,1,2
82.52329967270924,5108.256688533781,99.94582497875527,40.065252179186196,61.579455342158646,158.90648573095422,51.26906546448564,Medium,1,3
81.18629048212502,9673.314375218895,149.59543306249992,176.96351027184653,110.29590084076845,45.03215403147425,5.753043973479825,Low,0,1
87.7033880275599,1557.8404433874707,214.14960655851164,80.77177271778972,195.31515240980332,131.0803722896502,29.553938110369284,Low,0,1
27.701691815602544,3548.141495087076,183.28255293865408,166.7186541183365,227.16419587594243,72.92146593266249,15.362285987007882,Low,0,1
72.95377358716505,6978.336471015327,267.1898368227354,134.66144441093533,472.9023258928881,142.30702649776305,67.92893597351372,Medium,1,3
46.4485547546726,15383.258558038813,303.82367059379345,36.01238486317416,228.12656394060315,185.81080434794677,28.618978069764786,Low,0,2
80.77986976010554,6499.743517279518,287.6670523375806,183.69146640640824,273.32494657583095,24.90831157255029,47.76583308486466,Medium,1,3
70.5641609445452,11052.184451683766,330.5424728760468,49.857960707203475,160.5125157232399,131.3617937651012,38.57587833753888,Medium,1,2
74.88027018497522,4560.744394272431,160.79726313783192,49.58388362030482,50.056312440458974,156.31930608675333,18.603880102909578,Low,0,1
64.05456539129644,2528.276917847134,71.94885130596374,163.02160043083873,454.7005055299108,77.36502613131739,96.04517212385834,High,2,4
20.968589252273617,1441.0929164705556,382.7956953012278,22.068777858931686,86.77164066633716,238.48585328502173,93.67483460458551,High,2,3
54.05242270072445,5359.523048870549,426.88238748903416,45.18514536772161,483.9119784663031,132.47419224917323,13.037777673480853,Low,0,1
93.62027655720574,3014.3958173205233,135.9330537889918,101.2318371107914,108.87984684511711,49.71668701225352,83.59970858515966,High,2,4
89.36492598474071,3273.893830911923,209.47505851742966,166.26492870863825,322.1953163376981,31.408124140824587,51.39549985805545,Medium,1,3
8.885636221731051,12586.77174271767,254.2989163121421,30.34931097271623,499.73476453548665,137.70658954551456,78.50490903518087,High,2,4
19.833333415649342,763.3818620370436,271.33015294893886,109.98597866795693,112.30906823135413,96.9334033760976,19.359927436807858,Low,0,2
16.85558961091057,9365.562315672814,333.1501838329494,142.53687776878496,240.77438822292092,52.17403895325423,17.566043088866653,Low,0,1
70.3381918986766,6534.811032779473,30.38558434410746,172.2584497184743,401.19065103716446,12.521129262514773,89.62196258504439,High,2,4
78.60067968712505,8551.961598548462,363.5237705396683,187.1775464802417,64.48556743248572,143.8170196092806,90.29285172490077,High,2,4
24.216022967960473,9445.241525070178,40.36579341991103,157.14334297931757,360.40223801302005,151.65705802424716,49.26165546159284,Medium,1,3
50.52674236566461,5485.772046425919,239.46139815970525,130.91285124617838,86.16800205085977,39.741637289459774,87.66499077341531,High,2,4
80.663272521008,5195.967828844976,415.55885642890513,87.2903969772404,156.43406402295187,152.42582219372457,68.40860039284487,Medium,1,2
70.95213902896255,12152.554152643623,231.09550350641416,23.309920683495506,122.0342731220122,238.23332490336162,22.575925548044243,Low,0,2
53.80134849426634,14340.908355459007,83.0539768964414,142.23770131257874,458.30139424112133,244.68242444748617,36.25065514480413,Medium,1,2
58.13129214128956,3568.6556703817546,492.66658405292026,198.5547235906219,131.2055225517564,222.68076945646624,17.92576179832364,Low,0,2
50.752449222465195,2061.4049672138844,445.749876416389,147.6153583516879,68.19534298182074,202.73425230475644,78.52512354843864,High,2,5
31.77936061869385,14761.815039054236,387.94368028025684,4.325507653807529,314.43155530149295,56.29511999476616,98.59881884609622,High,2,3
55.85197935731145,6065.540799011512,211.6406854206131,99.75573563032592,205.78141643436592,43.326619711502886,56.9059410237711,Medium,1,2
66.99967718450816,9262.509624600187,100.08440617575592,123.31467986409787,232.56779928861488,114.01216255991184,67.30711934091481,Medium,1,3
83.59906242747269,6218.668789821495,471.2914788950656,138.24516601946576,103.57823518814614,156.80977907304535,75.87879397269549,High,2,4
62.266221858132326,2508.7346824845263,270.8520519933981,144.225441284541,386.70552114493756,213.4162775820526,26.30461473089659,Low,0,1
73.50093833388422,9865.87186861034,427.6541755898677,112.06357980208828,320.6991423395831,61.83094507851638,36.92011852517625,Medium,1,2
19.40644714591157,8847.035599287561,177.6265528221186,45.44870621411381,213.897670136726,122.51373562748148,44.1705150758023,Medium,1,2
46.54017269778109,3733.913771482682,174.2912753689406,188.4979316338328,127.20872469341118,163.62285927942725,61.485889653819854,Medium,1,3
5.839845784438396,7684.0654767209535,492.91483553027916,139.63662706506872,317.05328262675215,114.1704943609327,85.79679492413369,High,2,4
27.201097806946073,13161.150783736332,265.6981937624764,48.131167337012485,400.3687757783198,116.27745088442464,29.149336736041082,Low,0,1
70.38155436017044,9883.243108528452,78.94075769176568,65.14204462178431,190.5787777402377,60.15370445192837,49.734436069139946,Medium,1,2
94.26289562144271,2050.271815207342,117.64059221740663,184.46360645544357,61.63717259236869,246.7319217032136,76.39572156444761,High,2,4
13.926028962849431,9210.197204020831,246.15269690243318,177.60955215475983,146.4547931388428,121.42235443482363,13.301574952939308,Low,0,1
41.13448842751594,11665.862286324324,30.810746139321555,81.62414123325983,357.07901850177313,135.5217766243455,53.72487854098696,Medium,1,3
77.00638718292436,13093.788456552085,236.64165283536724,8.623137176298744,495.0933698556152,58.54702636527312,18.716071819743878,Low,0,1
23.363207116600897,10497.354208083081,215.28101261926253,10.6509764098937,56.01930773394943,130.96349599129556,56.219145189098185,Medium,1,2
54.95764543720576,2934.9903875913196,391.8747700065486,57.49973989275942,187.76910295944535,67.56064184090515,77.9431623249665,High,2,4
70.97641664267073,11783.87008731903,183.92156259972847,126.19532164846089,77.90939170197748,54.57238158894928,27.510004049269277,Low,0,2
60.43869052341611,11262.769781005827,491.44889315440366,117.2547324315778,192.35717949336447,72.55195148101895,85.70045232104697,High,2,5
21.922226115387453,899.7034860337305,98.57726045744253,127.1317296018446,232.66145440733956,5.676113883793842,36.806390457766256,Medium,1,3
36.984611181716545,7047.25897999234,299.5834756343861,143.73931141448924,464.38794137581476,144.68702244041256,23.124562037988163,Low,0,2
75.54126060368574,5796.586319786789,53.952655534044766,4.7874184649549445,86.25235973224042,99.93260135309659,49.20572253173095,Medium,1,3
54.8803862718815,11136.908283833829,369.5933521570512,21.91203343931613,399.7103238795965,225.17880970251292,88.2271327999945,High,2,3
5.4706652188621465,3942.507612998934,497.429307150366,72.53720691361532,227.99047822833353,14.97325753506769,11.548640811539777,Low,0,1
73.48916840252845,9890.31916144743,411.3779324982998,31.817139506794767,415.0682823501175,15.584073709658776,36.11928929058131,Medium,1,2
8.178021944621516,15006.405025914544,282.29473495294764,15.988688466366277,281.03098339652956,222.03901174158295,67.05050105206575,Medium,1,2
72.1160404458109,13174.719251695022,247.5232651258491,128.55191480346906,67.67691747953454,36.0279373400636,38.97018252608062,Medium,1,3
23.223250414871366,15137.37718922877,419.164681020755,163.25195902072872,475.7926481216775,5.529225510380442,11.72827949959848,Low,0,1
91.22661321074422,16042.846707155655,468.6273015082549,150.77270482942222,87.23032854553483,48.833896609688374,36.539902034145,Medium,1,3
38.11466761718761,681.3562558418155,494.71119764106555,163.59091594322666,318.95757614019027,206.849662898913,82.99114168297038,High,2,3
34.42384547042712,10396.149538663323,204.30422150659723,133.50545226751757,444.9504933200821,201.66495027622506,96.96356463797747,High,2,4
18.39992452992002,7064.586921229363,495.54956264931104,147.33371904102623,85.89640898758725,88.3323916566455,8.779023752783248,Low,0,1
32.50437939411934,14159.610470599053,86.40386356517743,55.083976067451964,299.25202478720576,168.66757472866374,59.08196267533158,Medium,1,3
